sentence,sentiment
 현재 세계 최강은 2002년 솔트레이크시티 올림픽 은메달 리스트인 러시아의 ‘피겨여왕’ 이리나 슬루츠카야이지만 콴이 제 기량을 발휘하면 금메달의 향방은 점치기가 어렵다,0.7519283890724182
  또한 코스텔리치는 당시 슈퍼대회전에서도 은메달을 추가해 한 올림픽에서 최대 메달을 획득한 선수로 이름을 올렸다,0.7813537120819092
 1998년 나가노와 2002년 솔트레이크 동계올림픽은메달에서 미국 국가대표팀으로 활약하기도했으며 NHL 올스타전에는 4차례 나섰다,0.997071385383606
  이 선수는 충남 홍성출신으로 2003년 제13회 아시아양궁선수권 대회 단체전  우승과 2004년 아테네올림픽 여자 양궁 개인전에서 은메달을 차지하는 등 실력을 인정받고 있다,0.938633382320404
 박세우 여자팀 코치는 “금메달은 여자 1500m와 남자 5000m릴레이가 가장 가능성이 크다”며 “남녀 1000m와 여자 릴레이도 최소 은메달은 따낼 것”이라고 기대했다,0.9587681889533997
  이에 한국은 92년 알베르빌 올림픽 김윤만의 은메달 이후 또한번의 메달 소식을 기다리고 있다,0.9982465505599976
 스피드스케이팅에서는 지난해 500ｍ에서 세계 2위에 해당하는 기록을 세운 이강석21·한국체대이 1992년 알베르빌 대회에서 김윤만이 은메달을 딴 이후 14년만에 메달에 도전한다,0.9472710490226746
한국은 역대 동계올림픽에서 금11은5동4개를 따냈는데 김윤만이 92알베르빌올림픽 스피드스케이팅 남자 1000m에서 은메달을 획득한 것을 제외하면 모든 메달이 쇼트트랙에서 나왔다,0.9974138736724854
한국은 역대 동계올림픽에서 금11은5동4개를 따냈는데 김윤만이 92알베르빌올림픽 스피드스케이팅 남자 1000m에서 은메달을 획득한 것을 제외하면 모든 메달이 쇼트트랙에서 나왔다,0.9974138736724854
  또 지난 달 2006전국주니어선수권에서도 은메달을 딴 대학생 형들보다 8초나 앞선 월등한 기록으로 금메달을 거머쥐었다,0.9962844848632812
 또 안현수는 1500m에서도 은메달감으로 언급돼 4관왕에 도전할 실력을 갖췄음을 인정받았다,0.9446025490760803
