sentence,sentiment
  러시아의 세계 투톱인 쿠드랍체바 마문이 금 은메달을 양분한다고 가정했을 때 손연재에게 기대할 수 있는 메달은 동메달 하나뿐이다,0.03732198849320412
  AP통신은 북한이 이번에 금메달 3개 은메달 4개 동메달 2개를 획득할 것으로 점쳤다,0.8773705959320068
당시 우리나라는 진종오가 사격 남자 10ｍ 공기권총에서 금메달을 따냈고 수영 남자 자유형 400ｍ 박태환이 은메달 양궁 남자 단체전이 동메달을 수확했다,0.7821024060249329
여갑순은 1992년 바르셀로나 대회에서 대회 1호 금메달의 주인공이 됐고 강초현은 2000년 시드니에서 여자공기소총 은메달을 따냈지만 당시 18세 어린 나이에 깜찍한 외모로 웬만한 연예인 못지않은 인기를 모았다,0.9517048001289368
 전통적으로 유럽이 강세인 펜싱에서 이전까지 금·은·동메달 각각 1개였던 한국은 런던에서 금메달 2개 은메달 1개 동메달 3개를 한꺼번에 쓸어담았다,0.995510458946228
 특히 2008 베이징에서 금메달 2012 런던에서는 쑨양중국에 이어 은메달을 수확한 주종목 400m에서 어떤 성적을 낼지 기대를 모은다,0.9444969296455383
 펠프스는 은메달 2개 동메달 2개도 획득해 총 22개의 올림픽 메달을 보유하고 있다,0.9968865513801575
 2008년 베이징 대회에서 한국 수영 사상 첫 금메달을 수확했고 런던 대회에서도 은메달을 딴 주종목이지만 이제 메달에 대한 집착은 버렸습니다,0.0247102752327919
  AP는 이대훈이 은메달 김태훈이 동메달을 따낼 것으로 전망했습니다,0.6486481428146362
 2008년 베이징 대회 400m 자유형 금메달리스트인 박태환은 2012년 런던 대회에서도 은메달을 따내 이번에 메달을 따면 올림픽 3회 연속 메달리스트가 된다,0.9237757325172424
 종주국답게 한국은 2012년 런던 올림픽까지 금메달 10개 은메달 2개 동메달 2개를 거둬들였다,0.9653413891792297
 1m84의 큰 키를 앞세운 발차기 공격이 주특기인 ‘훈남’ 김태훈은 4년 전 이대훈이 이 체급에서 은메달에 그친 아쉬움을 풀어줄 주인공이다,0.9697991013526917
 첫 도전에서 은메달에 머물며 한국 태권도 선수 최연소 그랜드슬램 달성을 놓친 아쉬움을 털기 위해 이대훈은 4년을 별러왔다,0.6608368158340454
 2008년 베이징올림픽에서 한국 수영 사상 최초로 400m 금메달 200m 은메달을 목에 건 박태환은 2012년 런던 대회에서도 같은 종목에서 은메달 2개를 수확했다,0.8216308951377869
 박태환은 자신의 주 종목인 400m에서 2008 베이징 올림픽 금메달에 이어 2012 런던대회에서도 은메달을 따냈다,0.6614585518836975
 남자 58㎏급 김태훈과 여자 49㎏급 김소희가 18일 출격하고 19일에는 남자 68㎏급 에이스 이대훈이 4년 전 은메달의 설욕에 나선다,0.534669816493988
 박태환은 자유형 400ｍ에서 2008년 베이징 대회 때 금메달과 2012년 런던 대회 때는 은메달을 수확했다,0.7515228986740112
영상 리우 올림픽 금메달 사실은 은메달,0.24288199841976166
 금은메달은 각각 812개씩 만들었고 동메달은 864개를 준비했다,0.9016087055206299
 전통적으로 유럽이 강세인 펜싱에서 이전까지 금·은·동메달 각각 1개였던 한국은 런던에서 금메달 2개 은메달 1개 동메달 3개를 한꺼번에 쓸어담았다,0.995510458946228
 이어 대한골프협회KGA는 선수들을 독려하기 위해 금메달 포상금으로 3억원 은메달 1억5000만원 동메달은 1억원을 내걸었다,0.7531552314758301
 당시 박태환은 자유형 400m 금메달 200m은메달을 목에 걸었다,0.6206849217414856
리우의 금메달 노리는 절치부심 은메달리스트 5인,0.1273021548986435
 금메달리스트와 은메달리스트의 실력은 한 끗 차이다,0.12613371014595032
 아쉬운 2등에 그친 은메달리스트는 다음 대회를 기약하며 절치부심해야 한다,0.10969778150320053
 미국 NBC 뉴스는 지난달 27일 과거 아쉽게 우승을 놓쳤지만 이번 리우올림픽에서 ‘금메달을 노리는 14인의 은메달리스트’를 선정했다,0.9874638319015503
 Bes of Mara 2013 출처WeSo Comps 유튜브 채널 마르타 브라질 여자축구 마르타는 FIFA 올해의 선수상 5회 올림픽 은메달 2회에 빛나는 브라질 여자 축구의 스타 플레이어다,0.9887484312057495
 마르타가 활약한 브라질 대표팀은 2004년 아테네 올림픽과 2008년 베이징 올림픽에서 은메달을 획득했지만 2012년 런던 올림픽에서는 6위에 그치며 명성에 흠집이 갔다,0.014647363685071468
 런던올림픽에서는 은메달에 그쳤지만 당시 금메달과 동메달을 획득한 러시아의 마리야 사비노바와 에카테리나 포이스토고바가 도핑 의혹으로 올림픽에 참가하지 않아 이변이 없는 한 금메달은 세메냐의 몫이 될 것으로 보인다,0.4292145073413849
 한국 유도는 역대 올림픽에서 금메달 11개 은메달 14개 동메달 15개 등 총 40개 메달을 수확했다,0.9978195428848267
 김잔디는 런던 올림픽에서 8강에 머물렀고 2014년 인천아시안게임에서도 은메달에 그쳤다,0.0037840481381863356
 200ｍ에서는 은메달을 수확했다,0.4671981930732727
 4년 전 런던올림픽에서 한국 사격은 금메달 3개 은메달 2개로 선전을 펼쳤다,0.19993683695793152
  사진뉴시스 더불어 진종오는 지금까지 올림픽에서 금메달 3개와 은메달 2개를 차지했다,0.994668185710907
 김종현은 런던올림픽 50m 소총 3자세에서 은메달을 거머쥐었다,0.9312887787818909
 김종현은 런던에서 은메달을 땄으니 리우에서 금메달을 목에 걸겠다며 굳은 결의를 표했다,0.8387803435325623
 1992년 바르셀로나 대회 동메달 2개 1996년 애틀랜타 대회 은메달 1개를 딴 뒤 2000년 시드니에서는 아예 1개의 메달도 수확하지 못했습니다,0.025408528745174408
 이후 2004년 아테네 동메달 2개 2008년 베이징 동메달 1개 2012년 런던에서 한순철이 은메달을 따는 데 그쳤습니다,0.00848671980202198
 2000년 시드니올림픽 때부터 정식 종목으로 채택된 태권도에서 우리나라는 지금까지금메달 10개와 은메달 2개 동메달 2개를 따냈다,0.9856695532798767
 사진연합뉴스  이제 금메달만 남았다 베이징올림픽과 런던올림픽에서 각각 은메달과 동메달에 만족해야 했던 남현희가 금메달을 향한 4번째 도전에 나선다,0.7112863063812256
 2004년 아테네올림픽 2008년 베이징올림픽은메달 2012년 런던올림픽동메달에 출전했던 남현희에게는 2016년 리우올림픽까지 4년 사이에 큰 변화가 있었다,0.9923226237297058
  16회 멜버른 올림픽에서는 최초의 은메달이 나온다,0.9340250492095947
  정세가 어지럽던 1960년 로마에서 열린 대회 때 올림픽 참가 최초로 노메달에 그쳤던 한국은 1964년 도쿄 올림픽에서 은메달 2개와 동메달 1개를 수확하며 종합순위 26위에 올랐다,0.6264033317565918
  1972년 뮌헨 대회에서 은메달 1개유도 오승립에 그친 한국은 1976년 몬트리올 올림픽을 통해 중요한 획을 긋는다,0.9625200629234314
 국가기록원 제공  News1 국민들을 목놓아 노래 부르게 했던 레슬링 페더급의 양정모가 최초의 올림픽 금메달리스트가 됐고 유도 라이트급 장은경은 은메달을 목에 걸었다,0.9451985955238342
 엘리트 체육 육성의 기치를 올린 정부 주도로 선수만 무려 210명을 파견했고 금메달 6개 은메달 6개 동메달 7개 총 19개의 메달을 일궈내면서 종합 10위의 쾌거를 이룩했다,0.9966275095939636
 당시 여자 농구와 여자 핸드볼은 나란히 은메달을 목에 걸었다,0.3098274767398834
  국민적인 관심과 국가적 지원 속에 성대하게 막을 올린 서울올림픽에 한국은 LA 대회 때보다도 곱절이 넘은 477명의 선수들이 참가했고 금메달 12개 은메달 10개 그리고 동메달 11개를 쓸어 담으면서 종합 4위라는 놀라운 성과를 이루게 된다,0.997186005115509
 지난 런던올림픽 결승에서 멕시코에 패해 은메달에 그쳤던 네이마르는 후배들과 함께 올림픽 챔피언을 꿈꾸고 있습니다,0.988741934299469
 AP통신은 북한은 금메달 3개 은메달 4개 동메달 2개를 획득할 것으로 전망했습니다,0.6193757057189941
 AP통신이 뭐라고 했냐하면 우리나라 메달 예상 개수는 금메달 8개 은메달 4개 동메달 9개입니다,0.9688482880592346
 2008년 베이징 올림픽 금메달 2012년 런던 올림픽 은메달에 이어 3회 연속 올림픽 메달 획득에 도전한다,0.9954766631126404
 지난해 광주유니버스아드 개인전에서는 후배 이승윤에 져 은메달에 만족했다,0.008225868456065655
 앞서 박태환은 자유형 400ｍ에서 2008년 베이징 대회 때 금메달을 시작으로 2012년 런던 대회 때는 은메달을 수확할 정도로 강세를 보이고 있다,0.8817232847213745
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
 박태환은 이 종목서 2008 베이징 때 금메달 2012 런던 때는 예선에서 실격 번복 파동을 딛고 은메달을 땄다,0.6067553162574768
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
 이 명단에서 한국은금메달 8개 은메달 4개 동메달 9개로 총 21개의 메달을 획득할 것이란 예측이 나왔다,0.9845069050788879
 2012 런던올림픽 금메달리스트 기보배는 여자 개인전 은메달 수상 예상자로 명단에 올랐다,0.016329040750861168
  한편 AP통신이 꼽은 북한의 예상 성적은 금메달 3개 은메달 4개 동메달 2개였다,0.372918039560318
 2학년 양경엽 선수는 자유형 57kg급에서 은메달을 획득했다,0.8773598074913025
 지금까지 금메달 1개 은메달 3개를 수확했다,0.8257755637168884
 한 미국 언론은 한국이 금메달 8개와 은메달 4개 동메달 9개를 딸 것이라고 내다봤다,0.9265411496162415
 박태환은 자유형 400m로 지난 2008년 베이징 대회 때 금메달을 2012년 런던 대회 때 은메달을 목에 건 바 있다,0.6641913652420044
 ⓒ대한체육회 스포티비뉴스신명철 편집국장 한국 여자 핸드볼은 본선에 오른 1984년 로스앤젤레스 대회 이후 2012년 런던 대회까지 금메달 2개와 은메달 3개 동메달 1개로 금메달 3개의 덴마크에 이어 종합 순위 2위에 올라 있다,0.9578770995140076
 여자 핸드볼은 1988년 서울과 1992년 바르셀로나 대회 금메달 1984년 로스앤젤레스와 1996년 애틀랜타 2004년 아테네 대회 은메달 2008년 베이징 대회 동메달의 영광에 빛나고 있다,0.9936789870262146
 아시아경제 김민재 인턴기자 한국이 2016 리우데자네이루올림픽에서 금메달 8개 은메달 4개 동메달 9개를 획득할 것이라는 예상이 나왔다,0.9392806887626648
