sentence,sentiment
포웰은 각국의 인간탄환들이 총출동한 이번 대회에서 우승하며 아테네올림픽  100m 레이스의 강력한 금메달 후보로 부상했다,0.9945693612098694
 아사나쇼불르그리스 태권도 대표  금메달의 가장 큰 라이벌 한국입니다,0.9969624876976013
  이번 대회에서 베트남 대표 1진이 금메달 6개 은메달 4개 동메달 4개로 종합 1위를 차지했으며 한국 선발팀이 금메달 6개와 은메달 4개 동메달 1개로 그 뒤를 이었다,0.6475339531898499
사진와 북한의 계순희24가 아테네 올림픽에서 금메달을 목에 걸 가능성이 높은 선수 1순위로 꼽혔다,0.7321913838386536
  지난 1996년 애틀랜타 올림픽에서 다무라 료코현 다니 료코를 꺾고 금메달을 딴 계순희도 금메달 후보로 지목됐다,0.9227669835090637
사진이 아테네올림픽 개막을 13일 앞두고 영국에서 열린 국제육상연맹IAAF 슈퍼그랑프리대회에서 금메달 후보 모리스 그린30,0.7763887643814087
올해 자메이카 국내 대회에서 9초91을 기록한 바 있는 포웰은 각국의 톱 스프린터 16명이 출전한 이번 대회에서 우승 아테네올림픽 남자 100m의 강력한 금메달 후보로 떠올랐다,0.9703372120857239
 시드니올림픽 금메달리스트 그린은 비록 2위에 그쳤지만 포웰과 함께 유이하게 9초대에 골인 녹슬지 않은 기량을 과시했다,0.615929365158081
  한국 여자하키팀 감독을 역임한 유채영씨의 아들인 유효식은 아버지의 지도로 14때부터 하키를 하기시작했다 득점감각이 뛰어나다는 평을 듣고 있는 유효식은 잡지를 통해 “아테네 올림픽에서 금메달을 딴뒤 독일 네덜란드 오스트레일리아 등에서 뛰고 싶다”는 당찬 포부를 밝혔다,0.9856988787651062
 ‘카슈미르’ 분쟁을 비롯한 정치적 대립으로 세계최고의 하키 라이벌전을 펼치며 명맥을 이어가고 있는 인도 파키스탄의 아시아세와 강한 체력을 앞세운 유럽식 하키를 구사하는 독일 네덜란드를 뚫고 한국 남자하키가 시드니 올림픽에서 못다이룬 금메달의 꿈을 이룰 지 주목된다,0.959039568901062
 김경훈이 시드니올림  픽에서 금메달을 목에 걸자 남몰래 울어야 했던 문대성은 “그때의 아픔은 잊었다,0.9970887303352356
 대표팀의 김세혁 감독은 “80㎏급 선수들이 모두 2ｍ대 장신이라  절대 거리를 주지 말고 공격한 뒤 바로 붙을 것을 주문하고 있  다”면서도 “스피드에서 유럽 선수들을 압도하고 있어 걱정하지  않는다”고 문대성의 금메달을 확신한다,0.9721049666404724
 2000년 시드니올림픽에서 금메달 3개은메달 1개를 획득했던 한  국 태권도의 아테네올림픽 예상 금메달 수는 3개,0.33425796031951904
 그러나 김세혁 감독은 “4체급 중 금메달 3개만 따낸다는 목표는  세워본 적이 없다”며 체육회의 예상 메달 집계가 영 마땅치 못 한 표정이다,0.039073921740055084
 윌리엄스는 2000년 시드니올림픽 여자 복식에서 언니 비너스와 함께 금메달을 목에 건 이후 올림픽 단식 우승에 강한 집념을 보이고 있다,0.8341626524925232
올해 윔블던을 포함해 시즌 최다인 8차례 우승컵을 안은 페더러는 다음주 개막되는 아테네올림픽에 출전해 금메달에 도전한다,0.9883878827095032
올림픽과 세계선수권대회를 모두 제패한 선수로는 배길수와 계순희가 있고  올 림픽에서 금메달을 딴 선수로는 김일레슬링과 리호준사격 구영조권투  한경 시역도 최철수권투 등이 있다,0.9899681806564331
현역으로 활동하고 있는 계순희와 리성희는 이번 아테네  올림픽에서도  강력한 금메달 후보로 꼽히고 있다,0.9918573498725891
 1996년 애틀랜타 올림픽 48㎏급에서 금메달을 움켜쥐며 일약  세계적인  선수로 도약한 계순희는 체급을 올려 출전한 2001ㆍ2003년 세계유도선수권에서도 우승했고 리성희는 1999ㆍ2001ㆍ2003년 세계여자역도선수권대회 53㎏급에서 3연패했다,0.9703289270401001
구영조는 1976년 몬트리올 올림픽 권투 54㎏급에서 우승했고 최철수는  1992년 8월 바르셀로나 올림픽 권투 51㎏급에서 금메달을 땄다,0.9351599216461182
  또 리순덕은 1971년 1월 세계체조선수권대회 줄 개인경기에서 한경시는  1980 년 7월 모스크바올림픽 역도 52㎏급에서 금메달을 목에 걸었다,0.9434815645217896
  한국 여자하키팀 감독을 역임한 유채영씨의 아들인 유효식은 아버지의 지도로 14때부터 하키를 하기시작했다 득점감각이 뛰어나다는 평을 듣고 있는 유효식은 잡지를 통해 “아테네 올림픽에서 금메달을 딴뒤 독일 네덜란드 오스트레일리아 등에서 뛰고 싶다”는 당찬 포부를 밝혔다,0.9856988787651062
 ‘카슈미르’ 분쟁을 비롯한 정치적 대립으로 세계최고의 하키 라이벌전을 펼치며 명맥을 이어가고 있는 인도 파키스탄의 아시아세와 강한 체력을 앞세운 유럽식 하키를 구사하는 독일 네덜란드를 뚫고 한국 남자하키가 시드니 올림픽에서 못다이룬 금메달의 꿈을 이룰 지 주목된다,0.959039568901062
 김영호 선수는 남자 플뢰레 종목에서 금메달을 획득했고 이상기 선수는 남자 에페 종목에서 동메달을 목에 걸었다,0.863888144493103
 남자 플뢰레 종목에 참가하는 하창덕 22 박희경 25 최병철 23 선수의 컨디션은 현재 최상이며 유력력 금메달 후보로 여겨지고 있다,0.9943608641624451
 중국 이외에도 스타급 선수들이 즐비한 이탈리아팀은 우리나라의 금메달 사냥에 가장 큰 위협이 되고 있다,0.8050665855407715
 그는 지난 달 쿠바 국제월드컵 결승전에서 세계적인 강호인 프랑스의 자넷 제롬을 물리치고 금메달을 거머쥐었다,0.9206679463386536
 4년전 예상 밖에 금메달을 획득하며 세계를 놀라게 만든 김 감독 32은 다가온 아테네 올림픽을 위해 온 시간을 바쳐 후배 선수들의 경기력 향상을 지도해 왔다,0.9986466765403748
 이번 아테네 올림픽에서는 200여명의 펜싱 선수들이 10개의 금메달을 놓고 경합을 벌이게 된다,0.9972272515296936
올해 윔블던을 포함해 시즌 최다인 8차례 우승컵을 안은 페더러는 다음주 개막되는 아테네올림픽에 출전해 금메달에 도전한다,0.9883878827095032
올림픽과 세계선수권대회를 모두 제패한 선수로는 배길수와 계순희가 있고  올 림픽에서 금메달을 딴 선수로는 김일레슬링과 리호준사격 구영조권투  한경 시역도 최철수권투 등이 있다,0.9899681806564331
현역으로 활동하고 있는 계순희와 리성희는 이번 아테네  올림픽에서도  강력한 금메달 후보로 꼽히고 있다,0.9918573498725891
 1996년 애틀랜타 올림픽 48㎏급에서 금메달을 움켜쥐며 일약  세계적인  선수로 도약한 계순희는 체급을 올려 출전한 2001ㆍ2003년 세계유도선수권에서도 우승했고 리성희는 1999ㆍ2001ㆍ2003년 세계여자역도선수권대회 53㎏급에서 3연패했다,0.9703289270401001
구영조는 1976년 몬트리올 올림픽 권투 54㎏급에서 우승했고 최철수는  1992년 8월 바르셀로나 올림픽 권투 51㎏급에서 금메달을 땄다,0.9351599216461182
  또 리순덕은 1971년 1월 세계체조선수권대회 줄 개인경기에서 한경시는  1980 년 7월 모스크바올림픽 역도 52㎏급에서 금메달을 목에 걸었다,0.9434815645217896
  한국 여자하키팀 감독을 역임한 유채영씨의 아들인 유효식은 아버지의 지도로 14때부터 하키를 하기시작했다 득점감각이 뛰어나다는 평을 듣고 있는 유효식은 잡지를 통해 “아테네 올림픽에서 금메달을 딴뒤 독일 네덜란드 오스트레일리아 등에서 뛰고 싶다”는 당찬 포부를 밝혔다,0.9856988787651062
 ‘카슈미르’ 분쟁을 비롯한 정치적 대립으로 세계최고의 하키 라이벌전을 펼치며 명맥을 이어가고 있는 인도 파키스탄의 아시아세와 강한 체력을 앞세운 유럽식 하키를 구사하는 독일 네덜란드를 뚫고 한국 남자하키가 시드니 올림픽에서 못다이룬 금메달의 꿈을 이룰 지 주목된다,0.959039568901062
한국선수단 金13개 톱10 다짐,0.9987462759017944
 금메달 13개 은메달 10개 동메달 13개를  커트라인 으로 보고 있다,0.7207621932029724
한국선수단 金13개 톱10 다짐,0.9987462759017944
 금메달 13개 은메달 10개 동메달 13개를  커트라인 으로 보고 있다,0.7207621932029724
 한편 한국은 14일 사격 여자 10뻍 공기소총의 서선화 조은영이상 울진군청 및 유도 남자 60㎏급의 최민호창원경륜공단가 첫 금메달에 도전한다,0.8896293640136719
 96애틀랜타올림픽 48㎏급에서 당시 무적행진을 벌이던 다니 료코일본를 꺾고 금메달을 딴 계순희는 지난 2000년 시드니대회에서 52㎏급으로 한 체급 올려 동메달을 획득했다,0.9845030903816223
 한국은 8일 오전 10시부터 1시간 동안 올림픽 선수촌 국제구역 야외극장에서 소말리아 베냉과 함께 입촌식을 치르고 금메달 13개종합순위 10위 재진입의 의지를 다졌다,0.9582312107086182
 이봉주가 8일 새벽 5시10분현지시간부터 아테네올림픽 마라톤코스 중 ‘마의 구간’으로 불리는 1533㎞ 구간을 1시간2분 만에 뛰며 금메달 가능성을 타진했다,0.3806353509426117
