sentence,sentiment
쇼트트랙스피드 대표팀 밴쿠버 金사냥 위해 출국,0.6864066123962402
 쇼트트랙 2006년 토리노에서 역대 최다인 6개의 금메달을 따냈던 한국의 동계올림픽 효자종목 쇼트트랙은 금메달이 늘 당연하다는 온 국민의 기대에 대한 부담감이 크다,0.006101823411881924
 특히 3000m 릴레이 5회 연속 금메달이란 대기록에 도전하는 여자대표팀은 하루에 3일치 훈련을 하는 강행군을 견뎌내며 금메달의 꿈을 키운 것으로 알려졌다,0.9979579448699951
 그동안 여자 대표팀은 왕멍이 버티고 있는중국의 벽을 넘을 수 있을까 혹시 금메달을 못따 선배들이 쌓은 업적을 무너뜨리는 게 아닐까 라고 걱정해왔던 것이 사실이지만지금은 충분히 해볼만하다는 생각에 차있다,0.9964730143547058
 우린 3000m 릴레이 정도만 금메달을 기대할만하다며 비관적인 전망을 내놓았던 최광복 여자 대표팀 코치도캐나다 입성을 바로 앞둔 현재는한 층 밝은 전망을 내놓았다,0.4389948844909668
 스피드스케이팅 스피드스케이팅은 첫 금메달에 대한 자신감이 크다,0.5052533745765686
AP통신 김연아 피겨 금메달…한국 톱10 예상,0.9717825651168823
  기자 밴쿠버 올림픽 피겨 여자 싱글의 금메달후보로 김연아를 꼽았습니다,0.9859989881515503
 스피드 스케이팅의 이규혁은 500m에서는 금메달 1000m에서는 동메달을 딸 것으로 내다봤습니다,0.21498720347881317
 한국 선수단의 예상 메달수는금메달 5개 은메달 5개 동메달 3개로 잡았고순위는 종합 8위로 점쳤습니다,0.9742981791496277
 개최국 캐나다는 금메달 15개로 종합 1위에 오른다고 예상했습니다,0.6024971604347229
 왕멍은 토리노 대회에선 진선유에게 3관왕을 내주고 금메달 한 개에 그쳤습니다,0.003757769474759698
kr 관련정보  중계방송도 기록 깬다…SBS 최대 규모 중계  태극전사들 막바지 금빛 점검…신화창조 다짐  봅슬레이 2인승 올림픽 출전권 무산 아뿔싸  SBS 밴쿠버 올림픽 지상파 통해 200시간 중계  독일 언론 이호석오노 밴쿠버 금메달 후보 SBS기자들의 생생한 취재현장 뒷이야기 취재파일 저작권자 SBSSBS콘텐츠허브 무단복제재배포 금지  기사제공  SBSex 기자 카드  본문 내 기자 정보  김형열 카피라이트 배너 Copyrigh ⓒ SBSex,0.35455837845802307
kr 관련정보  태극전사들 막바지 금빛 점검…신화창조 다짐  봅슬레이 2인승 올림픽 출전권 무산 아뿔싸  스피드쇼트트랙 월드컵 금맥 뚫기 발진  AP통신 한국 밴쿠버 올림픽 금메달 5개 딴다  밴쿠버 이상고온 현상…성공 개최 준비에 총력 SBS기자들의 생생한 취재현장 뒷이야기 취재파일 저작권자 SBSSBS콘텐츠허브 무단복제재배포 금지  기사제공  SBSex 기자 카드  본문 내 기자 정보  손근영 카피라이트 배너 Copyrigh ⓒ SBSex,0.8839240670204163
 피겨여왕 김연아 선수를 비롯해 쇼트트랙과 스피드 스케이팅 등에서 금메달을 노리고 있습니다,0.9777557849884033
  강력한 금메달 후보지만 방심은 없습니다,0.9981918931007385
  사상 첫 올림픽 금메달에 도전하는 스피드 스케이팅 대표팀은 내일2일 출국해 캘거리에서 닷새 동안 컨디션을 조절하고 밴쿠버로 입성합니다,0.9893536567687988
kr 관련정보  봅슬레이팀 결전의 무대로…위대한 도전 시동  봅슬레이 2인승 올림픽 출전권 무산 아뿔싸  SBS 밴쿠버 올림픽 지상파 통해 200시간 중계  스피드쇼트트랙 월드컵 금맥 뚫기 발진  AP통신 한국 밴쿠버 올림픽 금메달 5개 딴다 SBS기자들의 생생한 취재현장 뒷이야기 취재파일 저작권자 SBSSBS콘텐츠허브 무단복제재배포 금지  기사제공  SBSex 기자 카드  본문 내 기자 정보  이성훈 카피라이트 배너 Copyrigh ⓒ SBSex,0.8320690989494324
kr 관련기사  밴쿠버올림픽 한국선수단 45명 확정  금메달 5개 이상·10위권 진입 목표  힘겨운 하루하루,0.9806939363479614
금메달 꿈꾸며 버텨요  밴쿠버에서 역대 최다 금메달 노린다  이상화 전 종목 대회신기록 우승  스피트스케이팅대표팀 동계올림픽 역대 최다인원 출전  밴쿠버 동계올림픽 영광의 주인공은  밴쿠버 동계올림픽 한국 금메달 4개  테마뉴스 밴쿠버 동계올림픽 승리는 우리것 ☞ 다운로드 생방송과 뉴스속보를 한 눈에,0.9954198598861694
 성시백은 2004∼05 국제빙상경기연맹ISU 쇼트트랙 월드컵 2차 대회에 출전해 계주 금메달을 합작하며 본격적인 대표선수 생활을 시작했다,0.9511497616767883
 결국 성시백은 아시안게임 대신 2007년 토리노 동계유니버시아드대회에 나서 500m와 1000m 1500m 3000m 슈퍼파이널 5000m 계주까지 모든 종목 금메달의 신화를 일궈냈다,0.9638691544532776
 성시백의 금메달 질주 덕분에 한국은 국제대회 사상 첫 종합 1위 달성의 기쁨도 맛봤다,0.5253176093101501
AP통신 “한국 금메달 5개로 8위할 것”,0.9693247079849243
 한국의 금메달은 5개,0.992667019367218
 AP통신이 2010 밴쿠버 동계올림픽에서 한국의 금메달을 5개로 전망했다,0.9931504130363464
 AP통신은 1일 이번 올림픽에서 열리는 7개 종목 각 13위 선수 258명을 예상하며 한국 선수 5명을 금메달 후보로 올려놨다,0.9926460981369019
 김연아는 피겨스케이팅 여자 싱글에서 세계 챔피언답게 금메달을 딸 것으로 전망됐다,0.5258397459983826
 쇼트트랙에선 이정수가 남자 1000ｍ와 1500ｍ를 휩쓸고 남자 5000m 계주 역시 한국이 금메달을 딸 것으로 예상 3관왕 후보로 올렸다,0.9918871521949768
 이규혁은 스피드스케이팅 남자 500ｍ 금메달과 1000ｍ 동메달 후보로 이름을 올렸다,0.5195375680923462
 또 남자 쇼트트랙의 성시백23·용인시청은 500ｍ와 1000ｍ에서 각각 은메달과 동메달을 이호석24·고양시청은 1500ｍ에서 동메달을 보태 한국이 금메달 5개 은메달 3개 동메달 3개로 종합순위 8위에 오를 것으로 내다봤다,0.7365553379058838
 캐나다가 금메달 15개로 종합 1위에 오르고 미국10개과 노르웨이9개·독일8개이 뒤를 이을 것으로 내다봤다,0.9879308938980103
  4년이 흐른 지금 그의 위상은 금메달 1순위다,0.9960021376609802
 이강석은 밴쿠버 동계올림픽에서 한국 스피드스케이팅 역사상 첫 올림픽 금메달을 노린다,0.9526603817939758
 “두 번째 올림픽인데 이번엔 금메달 따야죠,0.9988337159156799
 그 어떤 금메달보다 더 값지다고 생각합니다,0.9992526173591614
 그는 “어차피 설을 집에서 못 쇤 건 5년이 넘었으니 괜찮다”며 “정초에 제가 금메달로 국민께 힘을 드렸으면 좋겠다”고 말했다,0.9926068782806396
 ‘피겨퀸’ 김연아20·고려대의 금메달도 예상했다,0.9841014742851257
 한국은 금메달 5개 은메달 3개 동메달 3개로 종합순위 8위에 오를 것으로 전망됐다,0.9642075896263123
  예상대로 된다면 쇼트트랙 이정수는 남자 개인전 1000m와 1500m를 휩쓸고 5000m계주에서도 금메달을 추가한다,0.4277368485927582
 스피드스케이팅의 맏형 이규혁32·서울시청은 남자 500m에서 스피드스케이팅 역사상 최초의 금메달을 따고 1000m에서 동메달을 보탠다,0.9718453884124756
  한편 AP는 개최국 캐나다가 금메달 15개로 종합 1위에 오르고 미국10개 노르웨이9개 독일8개 등이 뒤를 이을 것으로 전망했다,0.9794055819511414
 지난 2008년 베이징 하계 올림픽에서 51개의 금메달을 따내며 2등 미국의 36개 금메달이라는 기록에는 비교도 하지 못할 만큼의 성적을 거두는 등 하계 올림픽에서는 매 회 좋은 기록과 성적을 내고 있으나 동계 올림픽에서는 그만큼 실력 발휘를 하지 못하는 것은 사실,0.05358050763607025
 2006 토리노 동계 올림픽에서는 2개의 금메달과 4개의 은메달 5개의 동메달만을 획득했을 뿐이었다,0.7519086003303528
 2006 토리노 동계 올림픽에서 500M 금메달을 따냈던 왕멍은 지난해 열렸던 비엔나 월드 챔피언십 계주 경기에서 중국을 우승으로 이끌었으며 여자부 개인 500M와 1000M 모두 승리를 거둔 바 있다,0.949383556842804
 또한 스키에는 취약한 모습을 보여주던 중국이지만 마찬가지로 2006 토리노 동계 올림픽에서 남자 프리스타일 에어리얼 스키 종목으로 역사상 첫 금메달을 한 오펑 선수가 따낸 바 있고 여자부에서는 리 니나 선수가 은메달을 따기도 했다,0.9907788038253784
 소녀는 14년 동안 전국체전에서 무려 41개의 금메달을 따내며 국내 크로스컨트리이채원이라는 등식을 단단히 굳혀왔다,0.9990943670272827
 설원 위의 마라톤… 금메달 12개 크로스컨트리는  크로스컨트리는 지난 1924년 제1회 동계올림픽부터 정식으로 채택된 유서 깊은 종목이다,0.9968622922897339
 이번 올림픽에서는 남자 ▦15㎞ 개인프리 ▦30㎞ 추적 ▦50㎞ 단체출발 ▦릴레이 ▦스프린트 여자 ▦10㎞ 개인프리 ▦15㎞ 추적 ▦30㎞ 단체출발 등에서 12개의 금메달이 걸려 있다,0.9788939356803894
 한국 금5·은3·동5개 전망 미국 AP통신이 밴쿠버동계올림픽에서 김연아20ㆍ고려대의 금메달을 전망했다,0.9909102320671082
  한국은 금메달 5 은메달 3 동메달 3개로 종합순위 8위에 오를 것으로 전망됐다,0.9793930053710938
 피겨스케이팅 여자싱글을 비롯 쇼트트랙 남자 1000ｍ 1500ｍ 5000ｍ계주 스피드스케이팅 남자 500ｍ 등에서 금메달이 예상됐다,0.9016695618629456
  이정수21ㆍ단국대가 쇼트트랙 남자 1000ｍ와 1500ｍ 금메달 이규혁32ㆍ서울시청은 스피드스케이팅 남자 500ｍ 금메달과 1000ｍ 동메달 후보로 이름을 올렸다,0.7753590941429138
  AP는 개최국 캐나다가 금메달 15개로 1위에 오르고 미국10개 노르웨이9개 독일8개 등이 뒤를 이을 것으로 내다봤다,0.9803472757339478
한국 밴쿠버에서 금메달 5개 딴다,0.9979196190834045
 우리나라가 밴쿠버 동계올림픽에서 금메달 5개를 따내 종합 8위를 기록할 것이라는 외신보도가 나왔습니다,0.985041081905365
 AP는 또 이번 동계올림픽에서 개최국 캐나다가 금메달 15개로 전체 1위에 오르고 미국 노르웨이 등이 뒤를 이을 것으로 전망했습니다,0.9903960227966309
kr 관련기사  밴쿠버에서 역대 최다 금메달 노린다  전이경 밴쿠버 동계올림픽 성화 봉송 첫 주자  밴쿠버 동계올림픽 메달 공개  벤쿠버 올림픽 기념주화·마스코트 공개  테마뉴스 밴쿠버 동계올림픽 승리는 우리것 ☞ 다운로드 생방송과 뉴스속보를 한 눈에,0.9940323233604431
  박 단장은 당시는 한국의 메달 밭이 쇼트트트랙 뿐이었지만 이번 대회에서는 피겨스케이팅과 스피드스케이팅에서도 메달 획득이 가능해졌다고 설명한 뒤 금메달 5개 이상을 획득해 종합순위 10위 이내를 반드시 유지하겠다고 밝혔다,0.9993526339530945
  솔트레이크시티 동계올림픽은 쇼트트랙 남자 1500ｍ 결승에서 김동성이 석연치 않은 실격 판정을 받아 미국의 아폴로 안톤 오노에게 금메달을 빼앗기는 사건이 발생했던 대회다,0.9378938674926758
 명실상부한 세계 최고의 선수였지만 올림픽 금메달과는 인연이 없었던 오서는 두 번의 올림픽에 출전해 모두 은메달 획득에 만족해야 했다,0.04400243982672691
한국 피겨·빙상서 금메달 5개,0.996687114238739
스피드스케이팅에서 5개의 금메달을 딸 것이라고 예상했다,0.9659770131111145
고려대가 피겨스케이팅 여자싱글을 비롯해 쇼트트랙 남자 1000ｍ 1500ｍ 5000ｍ계주 스피드스케이팅 남자 500ｍ 등에서 금메달을 획득할 것으로 전망됐다,0.969551146030426
서울시청은 스피드스케이팅 남자 500ｍ 금메달과 1000ｍ 동메달 후보로 이름을 올렸다,0.5227007269859314
 AP는 이번 동계올림픽에서 개최국 캐나다가 금메달 15개로 전체 1위에 오르고 미국10개 노르웨이9개 독일8개 등이 뒤를 이을 것으로 내다봤다,0.9882837533950806
  베이징올림픽 금메달과 제2회 WBC 준우승의 감상에 젖어 있다가는 큰코다칠 수도 있다,0.17356005311012268
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
예  아니오닫기  구독자응원수  올림픽 영국 매 대회 금메달 따낸 유일한 나라…필리핀은 첫 금종합 올림픽국가별 메달순위24일 카피라이트 배너 Copyrigh ⓒ 연합뉴스,0.9347556829452515
추쿄대가 2010년 밴쿠버 동계올림픽 금메달을 위한마지막 담금질 장소로 나고야를 선택했다,0.9939442276954651
 특히 추쿄대는 아사다의 금메달 획득을 위해 전폭적인 지원을 약속한 상태,0.9803388118743896
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
행사를 준비한 스키스노보드 렌탈업체 대표 정낙윤씨는 이번 행사에서는 동계올림픽 금메달과 2018년 평창 동계올림픽 유치 염원을 담았다면서 비인기 종목인 겨울 스포츠 종목에서 대한민국 선수단의 선전을 기원한다는 소감을 밝혔다,0.9962283372879028
 OSE 미국 AP통신은 한국이 2010 밴쿠버 동계올림픽에서 5개의 금메달을 따낼 것이라고 전망했다,0.968258261680603
 한국은 피겨스케이팅 여자 싱글과 쇼트트랙 남자 1000ｍ 1500ｍ 5000ｍ계주 스피드스케이팅 남자 500m에서 금메달을 획득할 것으로 전망됐다,0.9346490502357483
  이규혁32 서울시청은 스피드스케이팅 남자 500ｍ 금메달을 비롯해 1000ｍ 동메달 후보로 이름을 올렸다,0.8103939890861511
 한국은 성시백23 용인시청이 쇼트트랙 남자 500ｍ와 1000ｍ에서 각각 은메달과 동메달을 따고 이호석24 고양시청이 쇼트트랙 남자 1500ｍ에서 동메달을 보태 총 금메달 5개 은메달 3개 동메달 3개로 종합순위 8위에 오를 것으로 전망됐다,0.8154587745666504
 한편 AP는 캐나다가 금메달 15개로 전체 1위에 오르고 미국10개 노르웨이9개 독일8개 등이 뒤를 이을 것으로 내다봤다,0.9875717163085938
캐나다로 떠나는 쇼트트랙스피드 동반 금메달 각오,0.9888131022453308
 u30004년전 토리노에서 역대 최다인 6개의 금메달을 따냈던 한국의 동계올림픽 금밭 쇼트트랙은 금메달이 너무나 당연하다는 국민의 기대에 대한 부담감에 중국 캐나다 등 라이벌 국가들의 성장으로 자신감을 잃었던 게 사실이다,0.015388249419629574
 특히 3000m 릴레이 5회 연속 금메달이란 금자탑에 도전하는 여자대표팀은 하루에 3일치 훈련을 하는 강행군을 견뎌내며 금메달의 꿈을 키웠다,0.9981305003166199
